team_name,team_abbrev,player_name,position_name,age,height,weight,shot,birth_place,birthdate,depth_label,status,player_url,section_title
Colorado Avalanche,col,Martin Necas,C,26,"6' 3""",195 lbs,R,"Nove Mesto na Morave, CZE",01/15/99,Roster,,https://www.espn.com/nhl/player/_/id/4233586,Centers
Colorado Avalanche,col,Brock Nelson,C,33,"6' 4""",205 lbs,L,"Warroad, MN",10/15/91,Roster,,https://www.espn.com/nhl/player/_/id/5798,Centers
Colorado Avalanche,col,Matt Stienburg,C,24,"6' 1""",182 lbs,R,"Halifax, CAN",10/07/00,Roster,,https://www.espn.com/nhl/player/_/id/5136731,Centers
Colorado Avalanche,col,Jonathan Drouin,LW,30,"5' 11""",198 lbs,L,"Saint-Agathe-des-Monts, CAN",03/28/95,Roster,,https://www.espn.com/nhl/player/_/id/3041971,Left Wings
Colorado Avalanche,col,Joel Kiviranta,LW,29,"5' 11""",185 lbs,L,"Vantaa, FIN",03/23/96,Roster,,https://www.espn.com/nhl/player/_/id/4587910,Left Wings
Colorado Avalanche,col,Gabriel Landeskog,LW,32,"6' 1""",215 lbs,L,"Stockholm, SWE",11/23/92,Roster,,https://www.espn.com/nhl/player/_/id/2562609,Left Wings
Colorado Avalanche,col,Artturi Lehkonen,LW,29,"5' 11""",179 lbs,L,"Piikkio, FIN",07/04/95,Roster,,https://www.espn.com/nhl/player/_/id/3042050,Left Wings
Colorado Avalanche,col,Jimmy Vesey,LW,32,"6' 2""",203 lbs,L,"Boston, MA",05/26/93,Roster,,https://www.espn.com/nhl/player/_/id/3069397,Left Wings
Colorado Avalanche,col,Miles Wood,LW,29,"6' 2""",195 lbs,L,"Buffalo, NY",09/13/95,Roster,,https://www.espn.com/nhl/player/_/id/3042110,Left Wings
Colorado Avalanche,col,Valeri Nichushkin,RW,30,"6' 4""",210 lbs,L,"Chelyabinsk, RUS",03/04/95,Roster,,https://www.espn.com/nhl/player/_/id/3042003,Right Wings
Colorado Avalanche,col,Logan O'Connor,RW,28,"6' 0""",175 lbs,R,"Missouri City, TX",08/14/96,Roster,,https://www.espn.com/nhl/player/_/id/3988782,Right Wings
Colorado Avalanche,col,Jason Polin,RW,26,"6' 1""",198 lbs,R,"Holt, MI",06/17/99,Roster,,https://www.espn.com/nhl/player/_/id/4996083,Right Wings
Colorado Avalanche,col,Samuel Girard,D,27,"5' 10""",170 lbs,L,"Roberval, CAN",05/12/98,Roster,,https://www.espn.com/nhl/player/_/id/4063401,Defense
Colorado Avalanche,col,Erik Johnson,D,37,"6' 4""",225 lbs,R,"Bloomington, MN",03/21/88,Roster,,https://www.espn.com/nhl/player/_/id/3649,Defense
Colorado Avalanche,col,Ryan Lindgren,D,27,"6' 0""",194 lbs,L,"Burnsville, MN",02/11/98,Roster,,https://www.espn.com/nhl/player/_/id/4271998,Defense
Colorado Avalanche,col,Cale Makar,D,26,"6' 0""",187 lbs,R,"Calgary, CAN",10/30/98,Roster,,https://www.espn.com/nhl/player/_/id/4233563,Defense
Colorado Avalanche,col,Sam Malinski,D,26,"5' 11""",190 lbs,R,"Lakeville, MN",07/27/98,Roster,,https://www.espn.com/nhl/player/_/id/5136735,Defense
Colorado Avalanche,col,Josh Manson,D,33,"6' 3""",218 lbs,R,"Hinsdale, IL",10/07/91,Roster,,https://www.espn.com/nhl/player/_/id/2590829,Defense
Colorado Avalanche,col,Keaton Middleton,D,27,"6' 6""",240 lbs,L,"Edmonton, CAN",02/10/98,Roster,,https://www.espn.com/nhl/player/_/id/4271557,Defense
Colorado Avalanche,col,Devon Toews,D,31,"6' 1""",191 lbs,L,"Abbotsford, CAN",02/21/94,Roster,,https://www.espn.com/nhl/player/_/id/3096249,Defense
Colorado Avalanche,col,Mackenzie Blackwood,G,28,"6' 4""",225 lbs,L,"Thunder Bay, CAN",12/09/96,Roster,,https://www.espn.com/nhl/player/_/id/3904177,Goalies
Colorado Avalanche,col,Scott Wedgewood,G,32,"6' 2""",201 lbs,L,"Etobicoke, CAN",08/14/92,Roster,,https://www.espn.com/nhl/player/_/id/5622,Goalies
Columbus Blue Jackets,cbj,Zachary Aston-Reese,C,30,"6' 1""",200 lbs,L,"Staten Island, NY",08/10/94,Roster,,https://www.espn.com/nhl/player/_/id/3988830,Centers
Columbus Blue Jackets,cbj,Adam Fantilli,C,20,"6' 2""",199 lbs,L,"Nobleton, CAN",10/12/04,Roster,,https://www.espn.com/nhl/player/_/id/5136617,Centers
Columbus Blue Jackets,cbj,Boone Jenner,C,32,"6' 2""",203 lbs,L,"Dorchester, CAN",06/15/93,Roster,,https://www.espn.com/nhl/player/_/id/2563054,Centers
Columbus Blue Jackets,cbj,Kent Johnson,C,22,"6' 0""",180 lbs,L,"Port Moody, CAN",10/18/02,Roster,,https://www.espn.com/nhl/player/_/id/4781553,Centers
Columbus Blue Jackets,cbj,Luke Kunin,C,27,"6' 0""",197 lbs,R,"Chesterfield, MO",12/04/97,Roster,,https://www.espn.com/nhl/player/_/id/4024933,Centers
Columbus Blue Jackets,cbj,Sean Kuraly,C,32,"6' 2""",215 lbs,L,"Dublin, OH",01/20/93,Roster,,https://www.espn.com/nhl/player/_/id/2564154,Centers
Columbus Blue Jackets,cbj,Sean Monahan,C,30,"6' 2""",197 lbs,L,"Brampton, CAN",10/12/94,Roster,,https://www.espn.com/nhl/player/_/id/3041996,Centers
Columbus Blue Jackets,cbj,Cole Sillinger,C,22,"6' 1""",202 lbs,L,"Columbus, OH",05/16/03,Roster,,https://www.espn.com/nhl/player/_/id/4874725,Centers
Columbus Blue Jackets,cbj,Jack Williams,C,23,"5' 11""",185 lbs,R,"Biddeford, ME",03/02/02,Roster,,https://www.espn.com/nhl/player/_/id/5275582,Centers
Columbus Blue Jackets,cbj,James van Riemsdyk,LW,36,"6' 3""",209 lbs,L,"Middletown, NJ",05/04/89,Roster,,https://www.espn.com/nhl/player/_/id/3822,Left Wings
Columbus Blue Jackets,cbj,Dmitri Voronkov,LW,24,"6' 5""",227 lbs,L,"Angarsk, RUS",09/10/00,Roster,,https://www.espn.com/nhl/player/_/id/4915856,Left Wings
Columbus Blue Jackets,cbj,Yegor Chinakhov,RW,24,"6' 1""",201 lbs,L,"Omsk, RUS",02/01/01,Roster,,https://www.espn.com/nhl/player/_/id/4697404,Right Wings
Columbus Blue Jackets,cbj,Justin Danforth,RW,32,"5' 8""",188 lbs,R,"Oshawa, CAN",03/15/93,Roster,,https://www.espn.com/nhl/player/_/id/4894355,Right Wings
Columbus Blue Jackets,cbj,Christian Fischer,RW,28,"6' 2""",212 lbs,R,"Chicago, IL",04/15/97,Roster,,https://www.espn.com/nhl/player/_/id/3904170,Right Wings
Columbus Blue Jackets,cbj,Kevin Labanc,RW,29,"5' 11""",185 lbs,R,"Brooklyn, NY",12/12/95,Roster,,https://www.espn.com/nhl/player/_/id/3151792,Right Wings
Columbus Blue Jackets,cbj,Kirill Marchenko,RW,24,"6' 3""",197 lbs,R,"Barnaul, RUS",08/21/00,Roster,,https://www.espn.com/nhl/player/_/id/4587996,Right Wings
Columbus Blue Jackets,cbj,Mathieu Olivier,RW,28,"6' 1""",226 lbs,R,"Biloxi, MS",02/11/97,Roster,,https://www.espn.com/nhl/player/_/id/4064781,Right Wings
Columbus Blue Jackets,cbj,Jake Christiansen,D,25,"6' 0""",197 lbs,L,"West Vancouver, CAN",09/12/99,Roster,,https://www.espn.com/nhl/player/_/id/4392782,Defense
Columbus Blue Jackets,cbj,Dante Fabbro,D,27,"6' 0""",189 lbs,R,"Coquitlam, CAN",06/20/98,Roster,,https://www.espn.com/nhl/player/_/id/4024959,Defense
Columbus Blue Jackets,cbj,Erik Gudbranson,D,33,"6' 5""",222 lbs,R,"Ottawa, CAN",01/07/92,Roster,,https://www.espn.com/nhl/player/_/id/5503,Defense
Columbus Blue Jackets,cbj,Jordan Harris,D,24,"5' 11""",187 lbs,L,"Haverhill, MA",07/07/00,Roster,,https://www.espn.com/nhl/player/_/id/4419724,Defense
Columbus Blue Jackets,cbj,Jack Johnson,D,38,"6' 2""",225 lbs,L,"Indianapolis, IN",01/13/87,Roster,,https://www.espn.com/nhl/player/_/id/3583,Defense
Columbus Blue Jackets,cbj,Ivan Provorov,D,28,"6' 1""",213 lbs,L,"Yaroslavl, RUS",01/13/97,Roster,,https://www.espn.com/nhl/player/_/id/3899939,Defense
Columbus Blue Jackets,cbj,Damon Severson,D,30,"6' 2""",204 lbs,R,"Melville, CAN",08/07/94,Roster,,https://www.espn.com/nhl/player/_/id/3068087,Defense
Columbus Blue Jackets,cbj,Zach Werenski,D,27,"6' 2""",211 lbs,L,"Grosse Pointe, MI",07/19/97,Roster,,https://www.espn.com/nhl/player/_/id/3899972,Defense
Columbus Blue Jackets,cbj,Elvis Merzlikins,G,31,"6' 3""",190 lbs,L,"Riga, LAT",04/13/94,Roster,,https://www.espn.com/nhl/player/_/id/3151038,Goalies
Columbus Blue Jackets,cbj,Daniil Tarasov,G,26,"6' 5""",203 lbs,L,"Novosibirsk, RUS",03/27/99,Roster,,https://www.espn.com/nhl/player/_/id/4587994,Goalies
Dallas Stars,dal,Oskar Back,C,25,"6' 4""",202 lbs,L,"Karlstad, SWE",03/12/00,Roster,,https://www.espn.com/nhl/player/_/id/4894398,Centers
Dallas Stars,dal,Colin Blackwell,C,32,"5' 8""",190 lbs,R,"Lawrence, MA",03/28/93,Roster,,https://www.espn.com/nhl/player/_/id/2590857,Centers
Dallas Stars,dal,Mavrik Bourque,C,23,"5' 11""",181 lbs,R,"Plessisville, CAN",01/08/02,Roster,,https://www.espn.com/nhl/player/_/id/4697413,Centers
Dallas Stars,dal,Matt Duchene,C,34,"5' 11""",212 lbs,L,"Halliburton, CAN",01/16/91,Roster,,https://www.espn.com/nhl/player/_/id/5161,Centers
Dallas Stars,dal,Mikael Granlund,C,33,"5' 10""",185 lbs,L,"Oulu, FIN",02/26/92,Roster,,https://www.espn.com/nhl/player/_/id/5831,Centers
Dallas Stars,dal,Roope Hintz,C,28,"6' 3""",213 lbs,L,"Tampere, FIN",11/17/96,Roster,,https://www.espn.com/nhl/player/_/id/3904183,Centers
Dallas Stars,dal,Cameron Hughes,C,28,"5' 11""",160 lbs,L,"Edmonton, CAN",10/09/96,Roster,,https://www.espn.com/nhl/player/_/id/3942461,Centers
Dallas Stars,dal,Wyatt Johnston,C,22,"6' 1""",185 lbs,R,"Leaside, CAN",05/14/03,Roster,,https://www.espn.com/nhl/player/_/id/4874740,Centers
Dallas Stars,dal,Tyler Seguin,C,33,"6' 2""",201 lbs,R,"Brampton, CAN",01/31/92,Roster,,https://www.espn.com/nhl/player/_/id/5430,Centers
Dallas Stars,dal,Sam Steel,C,27,"6' 0""",189 lbs,L,"Edmonton, CAN",02/03/98,Roster,,https://www.espn.com/nhl/player/_/id/4024998,Centers
Dallas Stars,dal,Jamie Benn,LW,35,"6' 3""",206 lbs,L,"Victoria, CAN",07/18/89,Roster,,https://www.espn.com/nhl/player/_/id/3998,Left Wings
Dallas Stars,dal,Jason Robertson,LW,25,"6' 3""",207 lbs,L,"Northville, MI",07/22/99,Roster,,https://www.espn.com/nhl/player/_/id/4233875,Left Wings
Dallas Stars,dal,Evgenii Dadonov,RW,36,"5' 11""",188 lbs,L,"Chelyabinsk, RUS",03/12/89,Roster,,https://www.espn.com/nhl/player/_/id/4969,Right Wings
Dallas Stars,dal,Mikko Rantanen,RW,28,"6' 4""",215 lbs,L,"Nousiainen, FIN",10/29/96,Roster,,https://www.espn.com/nhl/player/_/id/3899938,Right Wings
Dallas Stars,dal,Lian Bichsel,D,21,"6' 7""",231 lbs,L,"Olten, SUI",05/18/04,Roster,,https://www.espn.com/nhl/player/_/id/5080162,Defense
Dallas Stars,dal,Cody Ceci,D,31,"6' 3""",210 lbs,R,"Ottawa, CAN",12/21/93,Roster,,https://www.espn.com/nhl/player/_/id/2976843,Defense
Dallas Stars,dal,Matt Dumba,D,30,"6' 1""",185 lbs,R,"Calgary, CAN",07/25/94,Roster,,https://www.espn.com/nhl/player/_/id/2970689,Defense
Dallas Stars,dal,Thomas Harley,D,23,"6' 3""",211 lbs,L,"Syracuse, NY",08/19/01,Roster,,https://www.espn.com/nhl/player/_/id/4565239,Defense
Dallas Stars,dal,Miro Heiskanen,D,25,"6' 2""",197 lbs,L,"Espoo, FIN",07/18/99,Roster,,https://www.espn.com/nhl/player/_/id/4233536,Defense
Dallas Stars,dal,Esa Lindell,D,31,"6' 3""",217 lbs,L,"Vantaa, FIN",05/23/94,Roster,,https://www.espn.com/nhl/player/_/id/3069352,Defense
Dallas Stars,dal,Nils Lundkvist,D,24,"6' 1""",191 lbs,R,"Pieta, SWE",07/27/00,Roster,,https://www.espn.com/nhl/player/_/id/4352800,Defense
Dallas Stars,dal,Ilya Lyubushkin,D,31,"6' 2""",200 lbs,R,"Moscow, RUS",04/06/94,Roster,,https://www.espn.com/nhl/player/_/id/4342107,Defense
Dallas Stars,dal,Alexander Petrovic,D,33,"6' 5""",211 lbs,R,"Edmonton, CAN",03/03/92,Roster,,https://www.espn.com/nhl/player/_/id/5620,Defense
Dallas Stars,dal,Brendan Smith,D,36,"6' 2""",200 lbs,L,"Mimico, CAN",02/08/89,Roster,,https://www.espn.com/nhl/player/_/id/4973,Defense
Dallas Stars,dal,Casey DeSmith,G,33,"6' 0""",180 lbs,L,"Rochester, NH",08/13/91,Roster,,https://www.espn.com/nhl/player/_/id/3025540,Goalies
Dallas Stars,dal,Jake Oettinger,G,26,"6' 6""",224 lbs,L,"Lakeville, MN",12/18/98,Roster,,https://www.espn.com/nhl/player/_/id/4196914,Goalies
Dallas Stars,dal,Remi Poirier,G,23,"6' 2""",200 lbs,L,"Farnham, CAN",10/06/01,Roster,,https://www.espn.com/nhl/player/_/id/4697829,Goalies
Detroit Red Wings,det,Andrew Copp,C,30,"6' 1""",203 lbs,L,"Ann Arbor, MI",07/08/94,Roster,,https://www.espn.com/nhl/player/_/id/3042114,Centers
Detroit Red Wings,det,Marco Kasper,C,21,"6' 1""",183 lbs,L,"Innsbruck, AUT",04/08/04,Roster,,https://www.espn.com/nhl/player/_/id/5080152,Centers
Detroit Red Wings,det,Dylan Larkin,C,28,"6' 1""",199 lbs,L,"Waterford, MI",07/30/96,Roster,,https://www.espn.com/nhl/player/_/id/3114755,Centers
Detroit Red Wings,det,Tyler Motte,C,30,"5' 10""",194 lbs,L,"Saint Clair, MI",03/10/95,Roster,,https://www.espn.com/nhl/player/_/id/3042138,Centers
Detroit Red Wings,det,Michael Rasmussen,C,26,"6' 6""",220 lbs,L,"Surrey, CAN",04/17/99,Roster,,https://www.espn.com/nhl/player/_/id/4233576,Centers
Detroit Red Wings,det,Craig Smith,C,35,"6' 1""",203 lbs,R,"Madison, WI",09/05/89,Roster,,https://www.espn.com/nhl/player/_/id/2570752,Centers
Detroit Red Wings,det,J.T. Compher,LW,30,"6' 0""",190 lbs,R,"Northbrook, IL",04/08/95,Roster,,https://www.espn.com/nhl/player/_/id/3041995,Left Wings
Detroit Red Wings,det,Carter Mazur,LW,23,"6' 0""",170 lbs,R,"Jackson, MI",03/28/02,Roster,,https://www.espn.com/nhl/player/_/id/4997026,Left Wings
Detroit Red Wings,det,Lucas Raymond,LW,23,"5' 11""",188 lbs,R,"Goteborg, SWE",03/28/02,Roster,,https://www.espn.com/nhl/player/_/id/4697385,Left Wings
Detroit Red Wings,det,Jonatan Berggren,RW,24,"5' 11""",197 lbs,L,"Uppsala, SWE",07/16/00,Roster,,https://www.espn.com/nhl/player/_/id/4378660,Right Wings
Detroit Red Wings,det,Alex DeBrincat,RW,27,"5' 8""",180 lbs,R,"Farmington Hills, MI",12/18/97,Roster,,https://www.espn.com/nhl/player/_/id/4063433,Right Wings
Detroit Red Wings,det,Patrick Kane,RW,36,"5' 10""",177 lbs,L,"Buffalo, NY",11/19/88,Roster,,https://www.espn.com/nhl/player/_/id/3735,Right Wings
Detroit Red Wings,det,Vladimir Tarasenko,RW,33,"6' 1""",219 lbs,L,"Yaroslavl, RUS",12/13/91,Roster,,https://www.espn.com/nhl/player/_/id/5837,Right Wings
Detroit Red Wings,det,Ben Chiarot,D,34,"6' 3""",224 lbs,L,"Hamilton, CAN",05/09/91,Roster,,https://www.espn.com/nhl/player/_/id/5246,Defense
Detroit Red Wings,det,Simon Edvinsson,D,22,"6' 6""",209 lbs,L,"Onsala, SWE",02/05/03,Roster,,https://www.espn.com/nhl/player/_/id/4874720,Defense
Detroit Red Wings,det,Erik Gustafsson,D,33,"6' 1""",189 lbs,L,"Nynashamn, SWE",03/14/92,Roster,,https://www.espn.com/nhl/player/_/id/3891922,Defense
Detroit Red Wings,det,Justin Holl,D,33,"6' 4""",194 lbs,R,"Shorewood, MN",01/30/92,Roster,,https://www.espn.com/nhl/player/_/id/5763,Defense
Detroit Red Wings,det,Albert Johansson,D,24,"6' 0""",168 lbs,L,"Karlstad, SWE",01/04/01,Roster,,https://www.espn.com/nhl/player/_/id/4565282,Defense
Detroit Red Wings,det,William Lagesson,D,29,"6' 2""",211 lbs,L,"Gothenburg, SWE",02/22/96,Roster,,https://www.espn.com/nhl/player/_/id/3151168,Defense
Detroit Red Wings,det,Jeff Petry,D,37,"6' 3""",208 lbs,R,"Ann Arbor, MI",12/09/87,Roster,,https://www.espn.com/nhl/player/_/id/5407,Defense
Detroit Red Wings,det,Brogan Rafferty,D,30,"6' 0""",195 lbs,R,"Dundee, IL",05/28/95,Roster,,https://www.espn.com/nhl/player/_/id/4420803,Defense
Detroit Red Wings,det,Moritz Seider,D,24,"6' 3""",205 lbs,R,"Zell, GER",04/06/01,Roster,,https://www.espn.com/nhl/player/_/id/4565227,Defense
Detroit Red Wings,det,Alex Lyon,G,32,"6' 1""",196 lbs,L,"Baudette, MN",12/09/92,Roster,,https://www.espn.com/nhl/player/_/id/3654006,Goalies
Detroit Red Wings,det,Petr Mrazek,G,33,"6' 2""",188 lbs,L,"Ostrava, CZE",02/14/92,Roster,,https://www.espn.com/nhl/player/_/id/5619,Goalies
Detroit Red Wings,det,Cam Talbot,G,37,"6' 4""",200 lbs,L,"Caledonia, CAN",07/05/87,Roster,,https://www.espn.com/nhl/player/_/id/5734,Goalies
Edmonton Oilers,edm,Leon Draisaitl,C,29,"6' 2""",209 lbs,L,"Cologne, GER",10/27/95,Roster,,https://www.espn.com/nhl/player/_/id/3114727,Centers
Edmonton Oilers,edm,Trent Frederic,C,27,"6' 3""",221 lbs,L,"St. Louis, MO",02/11/98,Roster,,https://www.espn.com/nhl/player/_/id/4024997,Centers
Edmonton Oilers,edm,Adam Henrique,C,35,"6' 0""",195 lbs,L,"Brantford, CAN",02/06/90,Roster,,https://www.espn.com/nhl/player/_/id/5074,Centers
Edmonton Oilers,edm,Mattias Janmark,C,32,"6' 2""",205 lbs,L,"Danderyd, SWE",12/08/92,Roster,,https://www.espn.com/nhl/player/_/id/3042085,Centers
Edmonton Oilers,edm,Connor McDavid,C,28,"6' 1""",194 lbs,L,"Richmond Hill, CAN",01/13/97,Roster,,https://www.espn.com/nhl/player/_/id/3895074,Centers
Edmonton Oilers,edm,Ryan Nugent-Hopkins,C,32,"6' 1""",192 lbs,L,"Burnaby, CAN",04/12/93,Roster,,https://www.espn.com/nhl/player/_/id/2562624,Centers
Edmonton Oilers,edm,Noah Philp,C,26,"6' 3""",198 lbs,R,"Canmore, CAN",08/31/98,Roster,,https://www.espn.com/nhl/player/_/id/5103537,Centers
Edmonton Oilers,edm,Derek Ryan,C,38,"5' 10""",185 lbs,R,"Spokane, WA",12/29/86,Roster,,https://www.espn.com/nhl/player/_/id/3902133,Centers
Edmonton Oilers,edm,Matt Savoie,C,21,"5' 9""",179 lbs,R,"St. Albert, CAN",01/01/04,Roster,,https://www.espn.com/nhl/player/_/id/5080153,Centers
Edmonton Oilers,edm,Viktor Arvidsson,LW,32,"5' 10""",185 lbs,R,"Skelleftea, SWE",04/08/93,Roster,,https://www.espn.com/nhl/player/_/id/3120307,Left Wings
Edmonton Oilers,edm,James Hamblin,LW,26,"5' 9""",176 lbs,L,"Edmonton, CAN",04/27/99,Roster,,https://www.espn.com/nhl/player/_/id/4588749,Left Wings
Edmonton Oilers,edm,Zach Hyman,LW,33,"6' 1""",206 lbs,R,"Toronto, CAN",06/09/92,Roster,,https://www.espn.com/nhl/player/_/id/5509,Left Wings
Edmonton Oilers,edm,Roby Jarventie,LW,22,"6' 2""",184 lbs,L,"Tampere, FIN",08/08/02,Roster,,https://www.espn.com/nhl/player/_/id/4697437,Left Wings
Edmonton Oilers,edm,Max Jones,LW,27,"6' 3""",216 lbs,L,"Rochester, MI",02/17/98,Roster,,https://www.espn.com/nhl/player/_/id/4024980,Left Wings
Edmonton Oilers,edm,Evander Kane,LW,33,"6' 2""",218 lbs,L,"Vancouver, CAN",08/02/91,Roster,,https://www.espn.com/nhl/player/_/id/5251,Left Wings
Edmonton Oilers,edm,Jeff Skinner,LW,33,"5' 11""",200 lbs,L,"Toronto, CAN",05/16/92,Roster,,https://www.espn.com/nhl/player/_/id/5540,Left Wings
Edmonton Oilers,edm,Connor Brown,RW,31,"6' 0""",184 lbs,R,"Toronto, CAN",01/14/94,Roster,,https://www.espn.com/nhl/player/_/id/3067951,Right Wings
Edmonton Oilers,edm,Quinn Hutson,RW,23,"5' 11""",170 lbs,R,"North Barrington, IL",01/01/02,Roster,,https://www.espn.com/nhl/player/_/id/5136660,Right Wings
Edmonton Oilers,edm,Kasperi Kapanen,RW,28,"6' 1""",194 lbs,R,"Kuopio, FIN",07/23/96,Roster,,https://www.espn.com/nhl/player/_/id/3114775,Right Wings
Edmonton Oilers,edm,Corey Perry,RW,40,"6' 3""",208 lbs,R,"Peterborough, CAN",05/16/85,Roster,,https://www.espn.com/nhl/player/_/id/2273,Right Wings
Edmonton Oilers,edm,Vasily Podkolzin,RW,23,"6' 1""",190 lbs,L,"Moscow, RUS",06/24/01,Roster,,https://www.espn.com/nhl/player/_/id/4565231,Right Wings
Edmonton Oilers,edm,Evan Bouchard,D,25,"6' 3""",192 lbs,R,"Oakville, CAN",10/20/99,Roster,,https://www.espn.com/nhl/player/_/id/4352722,Defense
Edmonton Oilers,edm,Joshua Brown,D,31,"6' 5""",220 lbs,R,"London, CAN",01/21/94,Roster,,https://www.espn.com/nhl/player/_/id/3042228,Defense
Edmonton Oilers,edm,Connor Carrick,D,31,"5' 11""",192 lbs,R,"Orland Park, IL",04/13/94,Roster,,https://www.espn.com/nhl/player/_/id/3067849,Defense
Edmonton Oilers,edm,Cam Dineen,D,27,"5' 11""",188 lbs,L,"Toms River, NJ",06/19/98,Roster,,https://www.espn.com/nhl/player/_/id/4063294,Defense
Edmonton Oilers,edm,Mattias Ekholm,D,35,"6' 5""",225 lbs,L,"Borlange, SWE",05/24/90,Roster,,https://www.espn.com/nhl/player/_/id/2558631,Defense
Edmonton Oilers,edm,Ty Emberson,D,25,"6' 2""",193 lbs,R,"Eau Claire, WI",05/23/00,Roster,,https://www.espn.com/nhl/player/_/id/4587566,Defense
Edmonton Oilers,edm,Philip Kemp,D,26,"6' 3""",202 lbs,R,"Greenwich, CT",02/12/99,Roster,,https://www.espn.com/nhl/player/_/id/4587924,Defense
Edmonton Oilers,edm,John Klingberg,D,32,"6' 2""",185 lbs,R,"Gothenburg, SWE",08/14/92,Roster,,https://www.espn.com/nhl/player/_/id/2590751,Defense
Edmonton Oilers,edm,Brett Kulak,D,31,"6' 2""",192 lbs,L,"Edmonton, CAN",01/06/94,Roster,,https://www.espn.com/nhl/player/_/id/3068665,Defense
Edmonton Oilers,edm,Darnell Nurse,D,30,"6' 4""",215 lbs,L,"Hamilton, CAN",02/04/95,Roster,,https://www.espn.com/nhl/player/_/id/3041997,Defense
Edmonton Oilers,edm,Alec Regula,D,24,"6' 4""",208 lbs,R,"West Bloomfield, MI",08/06/00,Roster,,https://www.espn.com/nhl/player/_/id/4331611,Defense
Edmonton Oilers,edm,Troy Stecher,D,31,"5' 10""",184 lbs,R,"Richmond, CAN",04/07/94,Roster,,https://www.espn.com/nhl/player/_/id/3096102,Defense
Edmonton Oilers,edm,Jake Walman,D,29,"6' 1""",218 lbs,L,"Toronto, CAN",02/20/96,Roster,,https://www.espn.com/nhl/player/_/id/3151136,Defense
Edmonton Oilers,edm,Collin Delia,G,31,"6' 2""",208 lbs,L,"Rancho Cucamonga, CA",06/20/94,Roster,,https://www.espn.com/nhl/player/_/id/4244101,Goalies
Edmonton Oilers,edm,Calvin Pickard,G,33,"6' 1""",206 lbs,L,"Moncton, CAN",04/15/92,Roster,,https://www.espn.com/nhl/player/_/id/5524,Goalies
Edmonton Oilers,edm,Olivier Rodrigue,G,24,"6' 1""",158 lbs,L,"Chicoutimi, CAN",07/06/00,Roster,,https://www.espn.com/nhl/player/_/id/4378697,Goalies
Edmonton Oilers,edm,Stuart Skinner,G,26,"6' 4""",230 lbs,L,"Edmonton, CAN",11/01/98,Roster,,https://www.espn.com/nhl/player/_/id/4268767,Goalies
Florida Panthers,fla,Aleksander Barkov,C,29,"6' 3""",214 lbs,L,"Tampere, FIN",09/02/95,Roster,,https://www.espn.com/nhl/player/_/id/3041970,Centers
Florida Panthers,fla,Sam Bennett,C,28,"6' 1""",193 lbs,L,"Holland Landing, CAN",06/20/96,Roster,,https://www.espn.com/nhl/player/_/id/3114732,Centers
Florida Panthers,fla,Jesper Boqvist,C,26,"6' 1""",190 lbs,L,"Falun, SWE",10/30/98,Roster,,https://www.espn.com/nhl/player/_/id/4233872,Centers
Florida Panthers,fla,Anton Lundell,C,23,"6' 1""",196 lbs,L,"Espoo, FIN",10/03/01,Roster,,https://www.espn.com/nhl/player/_/id/4697395,Centers
Florida Panthers,fla,Eetu Luostarinen,C,26,"6' 3""",191 lbs,L,"Kuopio, FIN",09/02/98,Roster,,https://www.espn.com/nhl/player/_/id/4233877,Centers
Florida Panthers,fla,Brad Marchand,C,37,"5' 9""",180 lbs,L,"Halifax, CAN",05/11/88,Roster,,https://www.espn.com/nhl/player/_/id/3852,Centers
Florida Panthers,fla,Sam Reinhart,C,29,"6' 1""",196 lbs,R,"Vancouver, CAN",11/06/95,Roster,,https://www.espn.com/nhl/player/_/id/3114722,Centers
Florida Panthers,fla,Evan Rodrigues,C,31,"5' 11""",182 lbs,R,"Toronto, CAN",07/28/93,Roster,,https://www.espn.com/nhl/player/_/id/3648008,Centers
Florida Panthers,fla,Nico Sturm,C,30,"6' 3""",209 lbs,L,"Augsburg, GER",05/03/95,Roster,,https://www.espn.com/nhl/player/_/id/4320625,Centers
Florida Panthers,fla,Carter Verhaeghe,C,29,"6' 2""",183 lbs,L,"Toronto, CAN",08/14/95,Roster,,https://www.espn.com/nhl/player/_/id/3042088,Centers
Florida Panthers,fla,Jonah Gadjovich,LW,26,"6' 3""",211 lbs,L,"Whitby, CAN",10/12/98,Roster,,https://www.espn.com/nhl/player/_/id/4233890,Left Wings
Florida Panthers,fla,A.J. Greer,LW,28,"6' 3""",209 lbs,L,"Joliette, CAN",12/14/96,Roster,,https://www.espn.com/nhl/player/_/id/3648015,Left Wings
Florida Panthers,fla,Tomas Nosek,LW,32,"6' 3""",199 lbs,L,"Pardubice, Czechoslovakia",09/01/92,Roster,,https://www.espn.com/nhl/player/_/id/3112266,Left Wings
Florida Panthers,fla,Matthew Tkachuk,LW,27,"6' 2""",202 lbs,L,"Scottsdale, AZ",12/11/97,Roster,,https://www.espn.com/nhl/player/_/id/4024854,Left Wings
Florida Panthers,fla,Mackie Samoskevich,RW,22,"5' 11""",180 lbs,R,"Sandy Hook, CT",11/15/02,Roster,,https://www.espn.com/nhl/player/_/id/4874741,Right Wings
